date,tier1_organizer,tier1_type,tier1_location,tier1_registration,tier2_organizer,tier2_type,tier2_calendar_type,tier2_location,match_found,similarity_score,normalized_tier1,normalized_tier2,notes
2025-09-05 00:00:00,KNJV Provincie OverijsselStichting Jachthonden Salland Twente,KNJV,LuttenStobbenplasweg 7LuttenAanvang: 7.00,Inschrijven,KNJV Provincie Overijssel Stichting Jachthonden Salland Twente [email protected],SJP,Jachthondenproef,Lutten Stobbenplasweg 7 Lutten Aanvang: 7.00,YES,0.782,knjv provincie overijsselstichting jachthonden salland twente,knjv provincie overijssel stichting jachthonden salland twente email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,YES,0.754,nederlandse vereniging de duitse staande korthaar,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.898,nederlandse vereniging de duitse staande korthaar,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,YES,0.959,nederlandse vereniging de duitse staande korthaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.878,nederlandse vereniging de duitse staande korthaar,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,YES,0.836,nederlandse vereniging de duitse staande korthaar,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,"Nederlandse Vereniging ""De Duitse Staande Korthaar""",veldwedstrijd,Sint Annaland,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,YES,0.868,nederlandse vereniging de duitse staande korthaar,stichting jachthondentraining fryslân email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,NO,0.354,nederlandse pointer club,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.600,nederlandse pointer club,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,NO,0.468,nederlandse pointer club,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.550,nederlandse pointer club,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,NO,0.400,nederlandse pointer club,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,Nederlandse Pointer Club,veldwedstrijd,Waterlandkerkje,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,NO,0.415,nederlandse pointer club,stichting jachthondentraining fryslân email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,NO,0.354,labrador kring nederland,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.550,labrador kring nederland,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,NO,0.468,labrador kring nederland,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.600,labrador kring nederland,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,NO,0.400,labrador kring nederland,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,Labrador Kring Nederland,MAP,Landgoed Hof te DierenKerkallee 26955 JA EllecomAanvang: 07:30,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,NO,0.415,labrador kring nederland,stichting jachthondentraining fryslân email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,YES,0.569,stichting jachthondopleiding de meinweg,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.775,stichting jachthondopleiding de meinweg,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,YES,0.787,stichting jachthondopleiding de meinweg,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.825,stichting jachthondopleiding de meinweg,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,YES,0.709,stichting jachthondopleiding de meinweg,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondopleiding De Meinweg,KNJV,St.OdiliënbergAanvang: 08:30,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,YES,0.717,stichting jachthondopleiding de meinweg,stichting jachthondentraining fryslân email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,NO,0.477,nederlandse vereniging langhaar,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.650,nederlandse vereniging langhaar,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,YES,0.660,nederlandse vereniging langhaar,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.700,nederlandse vereniging langhaar,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,YES,0.545,nederlandse vereniging langhaar,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,Nederlandse Vereniging Langhaar,veldwedstrijd,RillandAanvang: 0900,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,YES,0.566,nederlandse vereniging langhaar,stichting jachthondentraining fryslân email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,"Nederlandse Vereniging ""De Duitse Staande Korthaar"" [email protected]",Veldwedstrijd,Veldwedstrijd,Sint Annaland,YES,0.508,stichting jachthondentraining fryslân,nederlandse vereniging de duitse staande korthaar email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,Nederlandse Pointer Club [email protected],Veldwedstrijd,Veldwedstrijd,Waterlandkerkje,YES,0.700,stichting jachthondentraining fryslân,nederlandse pointer club email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Rilland Aanvang: 0900,YES,0.702,stichting jachthondentraining fryslân,nederlandse vereniging langhaar email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,Labrador Kring Nederland [email protected],MAP,Jachthondenproef,Landgoed Hof te Dieren Kerkallee 2 6955 JA Ellecom Aanvang: 07:30,YES,0.700,stichting jachthondentraining fryslân,labrador kring nederland email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,Stichting Jachthondopleiding De Meinweg [email protected],SJP,Jachthondenproef,St.Odiliënberg Aanvang: 08:30,YES,0.618,stichting jachthondentraining fryslân,stichting jachthondopleiding de meinweg email protected,Potential match
2025-09-06 00:00:00,Stichting Jachthondentraining Fryslân,KNJV,TerbantSchoolwegTerbantAanvang: 8:00,Inschrijven,Stichting Jachthondentraining Fryslân [email protected],SJP,Jachthondenproef,Terbant Schoolweg Terbant Aanvang: 8:00,YES,0.698,stichting jachthondentraining fryslân,stichting jachthondentraining fryslân email protected,Potential match
2025-09-07 00:00:00,"KNJV Provincie Noord-HollandStichting Jachthonden Provincie Noord Holland, locatie Alkmaar",KNJV,Anna PaulownaBoermansweg 21761LK Anna PaulownaAanvang: 08:00,Inschrijven,"KNJV Provincie Noord-Holland Stichting Jachthonden Provincie Noord Holland, locatie Alkmaar [email protected]",SJP,Jachthondenproef,Anna Paulowna Boermansweg 2 1761LK Anna Paulowna Aanvang: 08:00,YES,0.838,knjv provincie noordhollandstichting jachthonden provincie noord holland locatie alkmaar,knjv provincie noordholland stichting jachthonden provincie noord holland locatie alkmaar email protected,Potential match
2025-09-08 00:00:00,Stichting Zeeuwse Jachthonden,MAP,Rilland Kreekrak gebiedMarkiezaatsweg4411 SX RillandAanvang: 07.30,Inschrijven,Stichting Zeeuwse Jachthonden [email protected],MAP,Jachthondenproef,Rilland Kreekrak gebied Markiezaatsweg 4411 SX Rilland Aanvang: 07.30,YES,0.644,stichting zeeuwse jachthonden,stichting zeeuwse jachthonden email protected,Potential match
2025-09-08 00:00:00,Stichting Zeeuwse Jachthonden,MAP,Rilland Kreekrak gebiedMarkiezaatsweg4411 SX RillandAanvang: 07.30,Inschrijven,KNJV Provincie Drenthe Vereniging Zelfopleiding Jachthonden N&M Drenthe [email protected],SJP,Jachthondenproef,Gieten Gieten Aanvang: 07:30,NO,0.291,stichting zeeuwse jachthonden,knjv provincie drenthe vereniging zelfopleiding jachthonden nm drenthe email protected,Low similarity
2025-09-08 00:00:00,KNJV Provincie DrentheVereniging Zelfopleiding Jachthonden N&M Drenthe,KNJV,GietenGietenAanvang: 07:30,niet meer mogelijk,Stichting Zeeuwse Jachthonden [email protected],MAP,Jachthondenproef,Rilland Kreekrak gebied Markiezaatsweg 4411 SX Rilland Aanvang: 07.30,YES,0.928,knjv provincie drenthevereniging zelfopleiding jachthonden nm drenthe,stichting zeeuwse jachthonden email protected,Potential match
2025-09-08 00:00:00,KNJV Provincie DrentheVereniging Zelfopleiding Jachthonden N&M Drenthe,KNJV,GietenGietenAanvang: 07:30,niet meer mogelijk,KNJV Provincie Drenthe Vereniging Zelfopleiding Jachthonden N&M Drenthe [email protected],SJP,Jachthondenproef,Gieten Gieten Aanvang: 07:30,YES,0.802,knjv provincie drenthevereniging zelfopleiding jachthonden nm drenthe,knjv provincie drenthe vereniging zelfopleiding jachthonden nm drenthe email protected,Potential match
2025-09-10 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,DirkslandAanvang: 9 UUR,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Dirksland Aanvang: 9 UUR,YES,0.686,vereniging de drentsche patrijshond,vereniging de drentsche patrijshond email protected,Potential match
2025-09-10 00:00:00,Vereniging De Drentsche Patrijshond,veldwedstrijd,DirkslandAanvang: 9 UUR,Inschrijven,Epagneul Vereniging Nederland [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg ST.Annaland Aanvang: 9.00u,YES,0.667,vereniging de drentsche patrijshond,epagneul vereniging nederland email protected,Potential match
2025-09-10 00:00:00,Epagneul Vereniging Nederland,veldwedstrijd,St. AnnalandF.M. BoogaardwegST.AnnalandAanvang: 9.00u,Inschrijven,Vereniging De Drentsche Patrijshond [email protected],Veldwedstrijd,Veldwedstrijd,Dirksland Aanvang: 9 UUR,YES,0.549,epagneul vereniging nederland,vereniging de drentsche patrijshond email protected,Potential match
2025-09-10 00:00:00,Epagneul Vereniging Nederland,veldwedstrijd,St. AnnalandF.M. BoogaardwegST.AnnalandAanvang: 9.00u,Inschrijven,Epagneul Vereniging Nederland [email protected],Veldwedstrijd,Veldwedstrijd,St. Annaland F.M. Boogaardweg ST.Annaland Aanvang: 9.00u,YES,0.644,epagneul vereniging nederland,epagneul vereniging nederland email protected,Potential match
2025-09-11 00:00:00,Vereniging De Weimarse Staande Hond,veldwedstrijd,De Heen,Inschrijven,Vereniging De Weimarse Staande Hond [email protected],Veldwedstrijd,Veldwedstrijd,De Heen,YES,0.686,vereniging de weimarse staande hond,vereniging de weimarse staande hond email protected,Potential match
2025-09-11 00:00:00,Vereniging De Weimarse Staande Hond,veldwedstrijd,De Heen,Inschrijven,Nederlandse Vereniging Langhaar [email protected],Veldwedstrijd,Veldwedstrijd,Ijzendijke Aanvang: 0900,YES,0.723,vereniging de weimarse staande hond,nederlandse vereniging langhaar email protected,Potential match
